ID,Date,BIOINFORMATICS DATA ANALYST,"Los Angeles, CA",Hired,Easy Apply,Month,Total Hired per Month,
11553467,1/1/19 22:00,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11553468,1/1/19 22:30,BUSINESS DATA ANALYST,"Redwood City, CA",FALSE,TRUE,,,
11553490,1/1/19 23:00,BUSINESS DATA ANALYST,"Irving, TX",FALSE,FALSE,,,
11553503,1/1/19 23:05,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,TRUE,,,
11553504,1/1/19 23:21,BUSINESS DATA ANALYST,"Wayne, PA",TRUE,FALSE,,,
11553518,1/2/19 0:18,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11553527,1/2/19 0:30,BUSINESS DATA ANALYST,"Marina del Rey, CA",TRUE,FALSE,,,
11553550,1/2/19 0:31,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11553553,1/2/19 0:45,BUSINESS DATA ANALYST,"Riverton, UT",FALSE,FALSE,,,
11553582,1/2/19 1:10,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11553603,1/2/19 3:15,BUSINESS DATA ANALYST,"Austin, TX",FALSE,TRUE,,,
11553612,1/2/19 3:18,BUSINESS DATA ANALYST,"Jersey City, NJ",TRUE,FALSE,,,
11553613,1/2/19 4:48,BUSINESS DATA ANALYST,"Philadelphia, PA",TRUE,FALSE,,,
11553619,1/2/19 4:50,BUSINESS DATA ANALYST,"Marin City, CA",FALSE,FALSE,,,
11553661,1/2/19 5:00,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11553667,1/2/19 5:22,BUSINESS DATA ANALYST,"Santa Monica, CA",FALSE,TRUE,,,
11553684,1/2/19 7:00,BUSINESS DATA ANALYST,"Chicago, IL",TRUE,FALSE,,,
11553698,1/2/19 7:05,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11553712,1/2/19 7:30,BUSINESS DATA ANALYST,"Woodcliff Lake, NJ",TRUE,TRUE,,,
11553752,1/2/19 8:25,BUSINESS DATA ANALYST,"Oakland, CA",TRUE,TRUE,,,
11553755,1/2/19 8:53,BUSINESS DATA ANALYST,"Denver, CO",FALSE,FALSE,,,
11553772,1/2/19 9:00,BUSINESS DATA ANALYST,"Plano, TX",FALSE,TRUE,,,
11553783,1/2/19 11:00,BUSINESS DATA ANALYST,"Glendale, CA",FALSE,FALSE,,,
11553818,1/2/19 11:30,BUSINESS DATA ANALYST,"Oakland, CA",FALSE,TRUE,,,
11553820,1/2/19 12:00,BUSINESS DATA ANALYST,"Northridge, CA",FALSE,FALSE,,,
11553825,1/2/19 12:00,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE,,,
11553853,1/2/19 12:00,BUSINESS DATA ANALYST,"Downers Grove, IL",FALSE,FALSE,,,
11553862,1/2/19 12:40,BUSINESS DATA ANALYST,"Scottsdale, AZ",TRUE,FALSE,,,
11553877,1/2/19 12:50,BUSINESS DATA ANALYST,"Hampton, VA",FALSE,FALSE,,,
11553887,1/2/19 13:00,BUSINESS DATA ANALYST,"Tempe, AZ",FALSE,FALSE,,,
11553895,1/2/19 13:03,BUSINESS DATA ANALYST,"Jacksonville, FL",TRUE,FALSE,,,
11553902,1/2/19 13:30,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE,,,
11553903,1/2/19 13:30,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11553911,1/2/19 14:00,BUSINESS DATA ANALYST,"Norfolk, VA",FALSE,TRUE,,,
11553918,1/2/19 14:30,BUSINESS DATA ANALYST,"Hercules, CA",FALSE,FALSE,,,
11553937,1/2/19 14:34,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE,,,
11553940,1/2/19 14:52,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11553947,1/2/19 14:53,BUSINESS DATA ANALYST,"Allen, TX",FALSE,TRUE,,,
11554013,1/2/19 15:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11554020,1/2/19 15:15,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11554051,1/2/19 15:30,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,TRUE,,,
11554061,1/2/19 15:30,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11554103,1/2/19 15:33,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,TRUE,,,
11554116,1/2/19 16:00,BUSINESS DATA ANALYST,"San Diego, CA",TRUE,TRUE,,,
11554135,1/2/19 16:20,BUSINESS DATA ANALYST,"Burbank, CA",TRUE,TRUE,,,
11554145,1/2/19 16:30,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11554151,1/2/19 16:30,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11554158,1/2/19 16:30,BUSINESS DATA ANALYST,"Phoenix, AZ",FALSE,FALSE,,,
11554221,1/2/19 17:00,BUSINESS DATA ANALYST,"Santa Monica, CA",TRUE,FALSE,,,
11554340,1/2/19 17:00,BUSINESS DATA ANALYST,"Irving, TX",TRUE,FALSE,,,
11554352,1/2/19 17:05,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11554367,1/2/19 17:20,BUSINESS DATA ANALYST,"Norfolk, VA",FALSE,FALSE,,,
11554371,1/2/19 17:20,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11554380,1/2/19 17:40,BUSINESS DATA ANALYST,"Northbrook, IL",TRUE,FALSE,,,
11554409,1/2/19 18:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11554423,1/2/19 18:00,BUSINESS DATA ANALYST,"Northlake, IL",FALSE,FALSE,,,
11554441,1/2/19 18:23,BUSINESS DATA ANALYST,"Glendale, AZ",FALSE,TRUE,,,
11554462,1/2/19 18:30,BUSINESS DATA ANALYST,"Arlington, TX",FALSE,FALSE,,,
11554470,1/2/19 18:35,BUSINESS DATA ANALYST,"Burlingame, CA",FALSE,FALSE,,,
11554475,1/2/19 19:00,BUSINESS DATA ANALYST,"Gainesville, FL",TRUE,FALSE,,,
11554476,1/2/19 19:00,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11554485,1/2/19 19:58,BUSINESS DATA ANALYST,"Phoenix, AZ",FALSE,FALSE,,,
11554501,1/2/19 20:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11554506,1/2/19 20:33,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11554551,1/2/19 21:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11554580,1/2/19 21:22,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11554632,1/2/19 21:35,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,FALSE,,,
11554648,1/2/19 22:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11554653,1/2/19 22:00,BUSINESS DATA ANALYST,"West Point, PA",FALSE,FALSE,,,
11554655,1/2/19 22:00,BUSINESS DATA ANALYST,"San Francisco, CA",TRUE,FALSE,,,
11554668,1/2/19 22:15,BUSINESS DATA ANALYST,"Duarte, CA",TRUE,TRUE,,,
11554712,1/2/19 23:00,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11554734,1/3/19 0:00,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,TRUE,,,
11554738,1/3/19 0:00,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,TRUE,,,
11554767,1/3/19 0:45,BUSINESS DATA ANALYST,"Gardena, CA",FALSE,FALSE,,,
11554778,1/3/19 2:15,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,TRUE,,,
11554795,1/3/19 2:25,BUSINESS DATA ANALYST,"Irving, TX",FALSE,TRUE,,,
11554822,1/3/19 3:58,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11554825,1/3/19 4:14,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,TRUE,,,
11554842,1/3/19 5:37,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11554867,1/3/19 6:06,BUSINESS DATA ANALYST,"Santa Monica, CA",FALSE,FALSE,,,
11554869,1/3/19 6:14,BUSINESS DATA ANALYST,"Spring, TX",FALSE,TRUE,,,
11554880,1/3/19 7:01,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11554918,1/3/19 7:30,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11554931,1/3/19 8:00,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11554939,1/3/19 8:00,BUSINESS DATA ANALYST,"Seattle, WA",TRUE,FALSE,,,
11554971,1/3/19 8:00,BUSINESS DATA ANALYST,"Foster City, CA",FALSE,FALSE,,,
11554976,1/3/19 8:40,BUSINESS DATA ANALYST,"Downers Grove, IL",FALSE,FALSE,,,
11554993,1/3/19 9:00,BUSINESS DATA ANALYST,"Menlo Park, CA",FALSE,FALSE,,,
11554994,1/3/19 9:00,BUSINESS DATA ANALYST,"Florham Park, NJ",FALSE,FALSE,,,
11555066,1/3/19 9:30,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,TRUE,,,
11555069,1/3/19 10:00,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11555076,1/3/19 10:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11555079,1/3/19 10:27,BUSINESS DATA ANALYST,"Seattle, WA",FALSE,TRUE,,,
11555111,1/3/19 10:45,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,TRUE,,,
11555112,1/3/19 11:24,BUSINESS DATA ANALYST,"Fort Worth, TX",FALSE,FALSE,,,
11555128,1/3/19 11:30,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE,,,
11555187,1/3/19 12:00,BUSINESS DATA ANALYST,"Jersey City, NJ",FALSE,TRUE,,,
11555188,1/3/19 12:00,BUSINESS DATA ANALYST,"Mount Laurel, NJ",TRUE,FALSE,,,
11555212,1/3/19 12:03,BUSINESS DATA ANALYST,"San Antonio, TX",FALSE,FALSE,,,
11555250,1/3/19 12:15,BUSINESS DATA ANALYST,"Tempe, AZ",FALSE,FALSE,,,
11555277,1/3/19 12:30,BUSINESS DATA ANALYST,"Norfolk, VA",TRUE,FALSE,,,
11555284,1/3/19 12:35,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,FALSE,,,
11555286,1/3/19 12:35,BUSINESS DATA ANALYST,"Lake Success, NY",TRUE,TRUE,,,
11555315,1/3/19 12:40,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11555317,1/3/19 12:43,BUSINESS DATA ANALYST,"Newark, NJ",FALSE,FALSE,,,
11555325,1/3/19 12:44,BUSINESS DATA ANALYST,"Menlo Park, CA",FALSE,FALSE,,,
11555357,1/3/19 12:52,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE,,,
11555391,1/3/19 12:59,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11555396,1/3/19 13:00,BUSINESS DATA ANALYST,"Bellevue, WA",FALSE,FALSE,,,
11555399,1/3/19 13:00,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE,,,
11555406,1/3/19 13:00,BUSINESS DATA ANALYST,"Brooklyn, NY",FALSE,FALSE,,,
11555420,1/3/19 13:19,BUSINESS DATA ANALYST,"Long Beach, CA",FALSE,FALSE,,,
11555465,1/3/19 13:28,BUSINESS DATA ANALYST,"Redwood City, CA",FALSE,FALSE,,,
11555470,1/3/19 13:30,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11555473,1/3/19 13:43,BUSINESS DATA ANALYST,"San Rafael, CA",FALSE,FALSE,,,
11555476,1/3/19 13:50,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11555504,1/3/19 14:00,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11555512,1/3/19 14:30,BUSINESS DATA ANALYST,"Brooklyn, NY",FALSE,FALSE,,,
11555514,1/3/19 14:37,BUSINESS DATA ANALYST,"Long Island City, NY",TRUE,FALSE,,,
11555537,1/3/19 14:37,BUSINESS DATA ANALYST,"Fremont, CA",FALSE,FALSE,,,
11555542,1/3/19 14:40,BUSINESS DATA ANALYST,"Camden, NJ",TRUE,FALSE,,,
11555556,1/3/19 14:40,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE,,,
11555559,1/3/19 14:44,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11555560,1/3/19 14:50,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE,,,
11555568,1/3/19 15:00,BUSINESS DATA ANALYST,"Santa Clara, CA",FALSE,FALSE,,,
11555577,1/3/19 15:00,BUSINESS DATA ANALYST,"Scottsdale, AZ",FALSE,FALSE,,,
11555611,1/3/19 15:00,BUSINESS DATA ANALYST,"Charlotte, NC",FALSE,FALSE,,,
11555615,1/3/19 16:00,BUSINESS DATA ANALYST,"Jersey City, NJ",FALSE,FALSE,,,
11555675,1/3/19 16:30,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE,,,
11555700,1/3/19 16:30,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11555702,1/3/19 16:32,BUSINESS DATA ANALYST,"Phoenix, AZ",FALSE,FALSE,,,
11555729,1/3/19 17:00,BUSINESS DATA ANALYST,"Camden, NJ",FALSE,FALSE,,,
11555744,1/3/19 17:00,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11555749,1/3/19 17:10,BUSINESS DATA ANALYST,"New York, NY",FALSE,TRUE,,,
11555761,1/3/19 17:15,BUSINESS DATA ANALYST,"Newark, NJ",FALSE,FALSE,,,
11555763,1/3/19 17:40,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11555773,1/3/19 17:49,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11555782,1/3/19 18:00,BUSINESS DATA ANALYST,"Tempe, AZ",TRUE,FALSE,,,
11555833,1/3/19 18:00,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,FALSE,,,
11555861,1/3/19 18:00,BUSINESS DATA ANALYST,"Ridley Park, PA",TRUE,FALSE,,,
11555899,1/3/19 18:00,BUSINESS DATA ANALYST,"Phoenix, AZ",TRUE,FALSE,,,
11555943,1/3/19 18:00,BUSINESS DATA ANALYST,"Hampton, VA",FALSE,TRUE,,,
11555946,1/3/19 18:04,BUSINESS DATA ANALYST,"Newark, NJ",FALSE,TRUE,,,
11555947,1/3/19 18:05,BUSINESS DATA ANALYST,"Austin, TX",FALSE,TRUE,,,
11555950,1/3/19 18:20,BUSINESS DATA ANALYST,"Gainesville, FL",FALSE,FALSE,,,
11555961,1/3/19 18:40,BUSINESS DATA ANALYST,"Pleasanton, CA",FALSE,FALSE,,,
11555966,1/3/19 18:48,BUSINESS DATA ANALYST,"New York, NY",TRUE,FALSE,,,
11555969,1/3/19 19:00,BUSINESS DATA ANALYST,"San Diego, CA",FALSE,FALSE,,,
11555988,1/3/19 19:02,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE,,,
11556006,1/3/19 19:10,BUSINESS DATA ANALYST,"El Segundo, CA",TRUE,FALSE,,,
11556022,1/3/19 19:20,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11556025,1/3/19 19:22,BUSINESS DATA ANALYST,"Dallas, TX",FALSE,TRUE,,,
11556034,1/3/19 19:26,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11556074,1/3/19 19:35,BUSINESS DATA ANALYST,"Palo Alto, CA",FALSE,FALSE,,,
11556078,1/3/19 20:00,BUSINESS DATA ANALYST,"Fort Worth, TX",FALSE,FALSE,,,
11556081,1/3/19 20:00,BUSINESS DATA ANALYST,"Philadelphia, PA",FALSE,FALSE,,,
11556082,1/3/19 20:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE,,,
11556089,1/3/19 20:00,BUSINESS DATA ANALYST,"Boulder, CO",FALSE,FALSE,,,
